student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S101899,Low,Post Graduate,False,False,True
S101900,High,No Formal Education,True,True,True
S101901,Middle,Graduate,False,False,False
S101902,Low,No Formal Education,True,False,False
S101903,Low,No Formal Education,True,True,False
S101904,Middle,Post Graduate,True,False,True
S101905,Middle,Graduate,True,False,False
S101906,Middle,High School,True,False,False
S101907,High,No Formal Education,True,False,False
S101908,Middle,Post Graduate,False,False,False
S101909,Low,No Formal Education,True,False,True
S101910,Low,High School,True,False,False
S101911,Low,High School,True,False,False
S101912,Low,Graduate,True,False,True
S101913,Middle,Post Graduate,True,False,False
S101914,Low,High School,True,False,True
S101915,Middle,No Formal Education,True,False,True
S101916,Middle,High School,False,False,True
S101917,Low,No Formal Education,True,True,True
S101918,Low,Post Graduate,True,False,False
S101919,Middle,Graduate,False,False,True
S101920,High,High School,True,False,True
S101921,Low,Post Graduate,True,True,False
S101922,Middle,Post Graduate,True,True,False
S101923,Middle,High School,True,True,True
S101924,Middle,Post Graduate,True,False,False
S101925,Middle,Graduate,False,False,False
S101926,High,Graduate,True,False,False
S101927,Low,High School,True,False,False
S101928,Low,High School,False,True,False
S101929,Middle,Post Graduate,False,False,False
S101930,High,Post Graduate,True,False,True
S101931,Low,Post Graduate,True,False,True
S101932,Middle,High School,False,True,False
S101933,Low,High School,False,False,False
S101934,High,No Formal Education,True,False,True
S101935,Middle,Post Graduate,True,False,False
S101936,Low,High School,True,False,False
S101937,Middle,No Formal Education,True,True,False
S101938,Middle,Graduate,False,False,False
S101939,Low,No Formal Education,True,False,False
S101940,High,Graduate,True,False,True
S101941,Low,High School,True,False,False
S101942,Middle,Post Graduate,True,False,True
S101943,Middle,Graduate,True,False,False
S101944,High,Post Graduate,True,True,False
S101945,Low,Post Graduate,False,False,False
S101946,Middle,Graduate,False,False,False
S101947,Low,Post Graduate,True,False,False
S101948,High,Post Graduate,False,True,True
S101949,Low,Post Graduate,True,False,True
S101950,Middle,Post Graduate,True,False,False
S101951,Middle,No Formal Education,False,False,False
S101952,Low,Graduate,True,True,False
S101953,Low,Post Graduate,True,False,False
S101954,Low,Post Graduate,True,False,True
S101955,High,High School,False,False,False
S101956,Middle,High School,True,False,False
S101957,High,Graduate,True,True,False
S101958,Low,Post Graduate,True,False,False
S101959,Low,Graduate,True,False,False
S101960,High,High School,True,True,False
S101961,Middle,High School,True,False,False
S101962,Middle,High School,True,False,False
S101963,High,No Formal Education,True,False,False
S101964,High,No Formal Education,False,True,True
S101965,Low,High School,True,False,True
S101966,Low,High School,True,False,False
S101967,Low,No Formal Education,True,True,False
S101968,High,High School,True,False,False
S101969,Low,High School,True,False,True
S101970,Middle,No Formal Education,False,False,False
S101971,High,No Formal Education,False,False,False
S101972,Middle,No Formal Education,True,True,False
S101973,Low,High School,False,False,True
S101974,Middle,High School,False,False,False
S101975,Low,Post Graduate,False,False,True
S101976,Middle,High School,False,False,False
S101977,Low,High School,True,False,False
S101978,Low,No Formal Education,True,True,False
S101979,High,Graduate,False,True,False
S101980,High,High School,True,False,True
S101981,High,High School,True,False,False
S101982,Low,High School,True,True,False
S101983,High,Post Graduate,False,True,False
S101984,Middle,No Formal Education,True,False,False
S101985,High,Post Graduate,True,False,False
S101986,High,Post Graduate,True,True,True
S101987,High,Graduate,True,True,False
S101988,Low,High School,True,False,False
S101989,Middle,Post Graduate,False,False,False
S101990,Middle,Post Graduate,False,False,False
S101991,Low,Post Graduate,False,False,True
S101992,Low,No Formal Education,True,False,True
S101993,Low,High School,True,False,False
S101994,High,Post Graduate,False,False,True
S101995,High,High School,False,False,False
S101996,Middle,High School,False,False,False
S101997,Middle,Graduate,True,False,True
S101998,Low,No Formal Education,True,False,True
S101999,Middle,Post Graduate,False,False,True
S102000,Low,Post Graduate,True,False,False
S102001,Middle,Graduate,True,True,False
S102002,High,Post Graduate,False,False,True
S102003,Middle,No Formal Education,False,True,False
S102004,Middle,Post Graduate,True,False,True
S102005,Low,No Formal Education,True,False,True
S102006,Low,Post Graduate,False,False,False
S102007,Middle,High School,True,False,False
S102008,Low,High School,False,False,False
S102009,Low,Graduate,False,True,False
S102010,Low,Post Graduate,False,False,True
S102011,Middle,Post Graduate,True,True,False
S102012,Low,No Formal Education,True,False,False
S102013,Middle,Post Graduate,True,False,False
S102014,Middle,Graduate,True,False,False
S102015,Low,Post Graduate,True,False,False
S102016,Low,High School,True,False,False
S102017,High,Graduate,True,True,False
S102018,Middle,High School,True,True,False
S102019,Low,Graduate,True,True,False
S102020,Middle,Graduate,True,True,True
S102021,Low,Graduate,True,False,False
S102022,Low,Graduate,False,False,False
S102023,Middle,No Formal Education,True,True,True
S102024,Low,Graduate,True,True,True
S102025,Middle,High School,True,False,False
S102026,Low,Post Graduate,True,False,False
S102027,Low,No Formal Education,True,False,False
S102028,Low,No Formal Education,True,False,True
S102029,Low,No Formal Education,False,False,True
S102030,High,Post Graduate,True,False,False
S102031,Low,Post Graduate,False,False,True
S102032,High,No Formal Education,False,False,True
S102033,High,No Formal Education,True,False,False
S102034,Middle,Graduate,True,False,True
S102035,Middle,Graduate,True,False,False
S102036,High,Post Graduate,False,False,False
S102037,Low,Graduate,True,True,False
S102038,Low,High School,True,True,True
S102039,Low,High School,False,False,False
S102040,Middle,Graduate,True,False,False
S102041,Low,Graduate,True,False,False
S102042,High,No Formal Education,True,False,False
S102043,Middle,Graduate,True,False,False
S102044,High,High School,True,True,False
S102045,Low,Post Graduate,True,False,False
S102046,Middle,Post Graduate,True,False,False
S102047,Middle,No Formal Education,True,False,True
S102048,Low,Post Graduate,False,True,True
S102049,High,Graduate,True,True,True
S102050,Middle,No Formal Education,True,True,False
S102051,Low,Graduate,True,False,True
S102052,High,Post Graduate,False,True,True
S102053,Middle,Graduate,True,False,False
S102054,Low,No Formal Education,True,False,False
S102055,Low,No Formal Education,False,False,False
S102056,Middle,High School,False,False,False
S102057,Middle,Post Graduate,True,False,False
S102058,Middle,Graduate,True,False,False
S102059,Middle,High School,False,False,True
S102060,Low,High School,True,False,False
S102061,Low,Post Graduate,True,True,True
S102062,Middle,Graduate,False,False,False
S102063,Middle,Post Graduate,True,True,False
S102064,Low,Graduate,True,False,True
S102065,Low,High School,True,False,False
S102066,High,High School,False,False,False
S102067,High,High School,True,False,False
S102068,Middle,Graduate,False,False,False
S102069,Low,No Formal Education,True,False,False
S102070,Middle,Post Graduate,True,False,True
S102071,Low,Graduate,True,False,True
S102072,Middle,Post Graduate,True,False,True
S102073,Middle,Post Graduate,True,False,False
S102074,Middle,High School,True,False,False
S102075,Low,Post Graduate,True,True,False
S102076,Middle,No Formal Education,True,False,False
S102077,High,Graduate,True,False,False
S102078,Middle,No Formal Education,True,False,False
S102079,Middle,No Formal Education,True,False,False
S102080,Low,High School,True,False,False
S102081,Middle,Graduate,True,False,False
S102082,Middle,Graduate,True,False,False
S102083,Low,No Formal Education,True,False,True
S102084,Middle,Graduate,True,True,False
S102085,Middle,Post Graduate,True,False,True
S102086,Middle,Graduate,True,False,False
S102087,Low,Graduate,False,True,True
S102088,Low,Post Graduate,False,False,False
S102089,High,Post Graduate,True,False,False
S102090,Middle,Post Graduate,True,False,True
S102091,Low,Post Graduate,False,False,False
S102092,High,Graduate,False,False,False
S102093,Low,High School,True,True,True
S102094,Middle,High School,False,False,False
S102095,Low,Post Graduate,True,False,True
S102096,High,Graduate,True,False,False
S102097,Low,Graduate,True,False,True
S102098,Middle,Graduate,True,True,False
S102099,Middle,Graduate,True,False,False
S102100,Low,Graduate,True,False,True
S102101,Low,High School,False,False,False
S102102,Low,No Formal Education,False,True,False
S102103,High,No Formal Education,True,False,True
S102104,High,No Formal Education,True,False,False
S102105,High,Post Graduate,True,False,False
S102106,Low,Post Graduate,True,False,False
S102107,Low,High School,False,False,False
S102108,Middle,High School,True,False,False
S102109,Middle,Graduate,True,False,False
S102110,Middle,High School,False,False,True
S102111,High,Post Graduate,False,False,False
S102112,High,High School,True,False,True
S102113,Low,Graduate,False,True,False
S102114,Middle,Graduate,False,False,False
S102115,Middle,Graduate,True,False,False
S102116,Middle,Post Graduate,True,False,False
S102117,Middle,No Formal Education,True,False,True
S102118,High,No Formal Education,False,False,True
S102119,Middle,Post Graduate,True,False,True
S102120,Low,Graduate,True,False,False
S102121,Middle,Graduate,True,True,False
S102122,High,Post Graduate,True,False,True
S102123,High,No Formal Education,False,False,False
S102124,Low,Graduate,True,False,False
S102125,Middle,Graduate,False,False,True
S102126,Low,No Formal Education,True,False,True
S102127,Low,Post Graduate,False,False,False
S102128,Middle,High School,True,False,True
S102129,Middle,Graduate,True,False,False
S102130,Low,No Formal Education,False,False,False
S102131,Middle,Post Graduate,True,True,False
S102132,High,No Formal Education,True,True,False
S102133,Middle,No Formal Education,False,False,False
S102134,Low,High School,True,True,True
S102135,Low,Graduate,False,True,False
S102136,Low,Graduate,True,False,True
S102137,Low,Graduate,False,False,False
S102138,High,High School,True,False,True
S102139,Middle,No Formal Education,False,False,False
S102140,Low,Post Graduate,True,True,False
S102141,Low,No Formal Education,True,True,True
S102142,High,Graduate,False,True,True
S102143,Middle,High School,True,False,True
S102144,Middle,No Formal Education,True,False,True
S102145,Middle,High School,True,False,False
S102146,Low,Post Graduate,False,False,False
S102147,High,Post Graduate,True,False,False
S102148,Low,Graduate,True,False,True
S102149,Middle,High School,False,False,True
S102150,Low,Graduate,True,False,False
S102151,Middle,High School,False,False,False
S102152,High,High School,True,False,False
S102153,Middle,Post Graduate,True,False,True
S102154,Low,No Formal Education,True,False,False
S102155,Middle,No Formal Education,True,False,False
S102156,Low,Post Graduate,False,False,False
S102157,High,Post Graduate,True,True,False
S102158,Middle,High School,True,True,False
S102159,Low,No Formal Education,True,True,False
S102160,Low,Graduate,True,False,True
S102161,Low,Graduate,True,False,True
S102162,Middle,No Formal Education,True,True,False
S102163,Middle,No Formal Education,False,True,False
S102164,Low,No Formal Education,True,False,False
S102165,High,High School,False,False,True
S102166,Low,Post Graduate,False,False,True
S102167,Low,Post Graduate,True,False,False
S102168,Low,High School,True,False,True
S102169,Low,Graduate,True,True,False
S102170,Middle,High School,False,True,False
S102171,Middle,No Formal Education,False,False,False
S102172,Low,Post Graduate,False,False,True
S102173,Low,Post Graduate,False,False,False
S102174,Low,High School,True,False,False
S102175,Low,Post Graduate,True,False,False
S102176,Low,High School,False,False,False
S102177,Low,Post Graduate,True,True,False
S102178,Low,High School,True,False,False
S102179,Middle,No Formal Education,True,False,False
